Source Name	Sample Name	Characteristics[Replic]	Term Source REF	Term Accession Number	AuxChar[Plot]	Term Source REF	Term Accession Number	Raw Data File	Derived Data File	Trait Definition File
source119	sample355	1			1026				a_study1_processed_data.txt	a_study1_tdf.xlsx
source119	sample356	2			1511				a_study1_processed_data.txt	a_study1_tdf.xlsx
source119	sample357	3			1560				a_study1_processed_data.txt	a_study1_tdf.xlsx
source120	sample358	1			1006				a_study1_processed_data.txt	a_study1_tdf.xlsx
source120	sample359	2			1455				a_study1_processed_data.txt	a_study1_tdf.xlsx
source120	sample360	3			1756				a_study1_processed_data.txt	a_study1_tdf.xlsx
source121	sample361	1			1124				a_study1_processed_data.txt	a_study1_tdf.xlsx
source121	sample362	2			1487				a_study1_processed_data.txt	a_study1_tdf.xlsx
source121	sample363	3			1544				a_study1_processed_data.txt	a_study1_tdf.xlsx
source122	sample364	1			1117				a_study1_processed_data.txt	a_study1_tdf.xlsx
source122	sample365	2			1341				a_study1_processed_data.txt	a_study1_tdf.xlsx
source122	sample366	3			1623				a_study1_processed_data.txt	a_study1_tdf.xlsx
source123	sample367	1			1128				a_study1_processed_data.txt	a_study1_tdf.xlsx
source123	sample368	2			1257				a_study1_processed_data.txt	a_study1_tdf.xlsx
source123	sample369	3			1619				a_study1_processed_data.txt	a_study1_tdf.xlsx
source124	sample370	1			1049				a_study1_processed_data.txt	a_study1_tdf.xlsx
source124	sample371	2			1273				a_study1_processed_data.txt	a_study1_tdf.xlsx
source124	sample372	3			1627				a_study1_processed_data.txt	a_study1_tdf.xlsx
source125	sample373	1			1053				a_study1_processed_data.txt	a_study1_tdf.xlsx
source125	sample374	2			1307				a_study1_processed_data.txt	a_study1_tdf.xlsx
source125	sample375	3			1630				a_study1_processed_data.txt	a_study1_tdf.xlsx
source126	sample376	1			1007				a_study1_processed_data.txt	a_study1_tdf.xlsx
source126	sample377	2			1428				a_study1_processed_data.txt	a_study1_tdf.xlsx
source126	sample378	3			1739				a_study1_processed_data.txt	a_study1_tdf.xlsx
source127	sample379	1			1223				a_study1_processed_data.txt	a_study1_tdf.xlsx
source127	sample380	2			1379				a_study1_processed_data.txt	a_study1_tdf.xlsx
source127	sample381	3			1683				a_study1_processed_data.txt	a_study1_tdf.xlsx
source128	sample382	1			1074				a_study1_processed_data.txt	a_study1_tdf.xlsx
source128	sample383	2			1391				a_study1_processed_data.txt	a_study1_tdf.xlsx
source128	sample384	3			1535				a_study1_processed_data.txt	a_study1_tdf.xlsx
source129	sample385	1			1205				a_study1_processed_data.txt	a_study1_tdf.xlsx
source129	sample386	2			1492				a_study1_processed_data.txt	a_study1_tdf.xlsx
source129	sample387	3			1693				a_study1_processed_data.txt	a_study1_tdf.xlsx
source130	sample388	1			1225				a_study1_processed_data.txt	a_study1_tdf.xlsx
source130	sample389	2			1351				a_study1_processed_data.txt	a_study1_tdf.xlsx
source130	sample390	3			1680				a_study1_processed_data.txt	a_study1_tdf.xlsx
source131	sample391	1			1229				a_study1_processed_data.txt	a_study1_tdf.xlsx
source131	sample392	2			1311				a_study1_processed_data.txt	a_study1_tdf.xlsx
source131	sample393	3			1610				a_study1_processed_data.txt	a_study1_tdf.xlsx
source132	sample394	1			1248				a_study1_processed_data.txt	a_study1_tdf.xlsx
source132	sample395	2			1335				a_study1_processed_data.txt	a_study1_tdf.xlsx
source132	sample396	3			1650				a_study1_processed_data.txt	a_study1_tdf.xlsx
source133	sample397	1			1041				a_study1_processed_data.txt	a_study1_tdf.xlsx
source133	sample398	2			1413				a_study1_processed_data.txt	a_study1_tdf.xlsx
source133	sample399	3			1720				a_study1_processed_data.txt	a_study1_tdf.xlsx
source134	sample400	1			1159				a_study1_processed_data.txt	a_study1_tdf.xlsx
source134	sample401	2			1435				a_study1_processed_data.txt	a_study1_tdf.xlsx
source134	sample402	3			1525				a_study1_processed_data.txt	a_study1_tdf.xlsx
source135	sample403	1			1178				a_study1_processed_data.txt	a_study1_tdf.xlsx
source135	sample404	2			1517				a_study1_processed_data.txt	a_study1_tdf.xlsx
source135	sample405	3			1566				a_study1_processed_data.txt	a_study1_tdf.xlsx
source136	sample406	1			1185				a_study1_processed_data.txt	a_study1_tdf.xlsx
source136	sample407	2			1480				a_study1_processed_data.txt	a_study1_tdf.xlsx
source136	sample408	3			1625				a_study1_processed_data.txt	a_study1_tdf.xlsx
source137	sample409	1			1084				a_study1_processed_data.txt	a_study1_tdf.xlsx
source137	sample410	2			1389				a_study1_processed_data.txt	a_study1_tdf.xlsx
source137	sample411	3			1549				a_study1_processed_data.txt	a_study1_tdf.xlsx
source138	sample412	1			1226				a_study1_processed_data.txt	a_study1_tdf.xlsx
source138	sample413	2			1366				a_study1_processed_data.txt	a_study1_tdf.xlsx
source138	sample414	3			1668				a_study1_processed_data.txt	a_study1_tdf.xlsx
source139	sample415	1			1218				a_study1_processed_data.txt	a_study1_tdf.xlsx
source139	sample416	2			1515				a_study1_processed_data.txt	a_study1_tdf.xlsx
source139	sample417	3			1579				a_study1_processed_data.txt	a_study1_tdf.xlsx
source140	sample418	1			1147				a_study1_processed_data.txt	a_study1_tdf.xlsx
source140	sample419	2			1269				a_study1_processed_data.txt	a_study1_tdf.xlsx
source140	sample420	3			1598				a_study1_processed_data.txt	a_study1_tdf.xlsx
source141	sample421	1			1145				a_study1_processed_data.txt	a_study1_tdf.xlsx
source141	sample422	2			1309				a_study1_processed_data.txt	a_study1_tdf.xlsx
source141	sample423	3			1575				a_study1_processed_data.txt	a_study1_tdf.xlsx
source142	sample424	1			1107				a_study1_processed_data.txt	a_study1_tdf.xlsx
source142	sample425	2			1430				a_study1_processed_data.txt	a_study1_tdf.xlsx
source142	sample426	3			1740				a_study1_processed_data.txt	a_study1_tdf.xlsx
source143	sample427	1			1233				a_study1_processed_data.txt	a_study1_tdf.xlsx
source143	sample428	2			1327				a_study1_processed_data.txt	a_study1_tdf.xlsx
source143	sample429	3			1651				a_study1_processed_data.txt	a_study1_tdf.xlsx
source144	sample430	1			1103				a_study1_processed_data.txt	a_study1_tdf.xlsx
source144	sample431	2			1396				a_study1_processed_data.txt	a_study1_tdf.xlsx
source144	sample432	3			1552				a_study1_processed_data.txt	a_study1_tdf.xlsx
source145	sample433	1			1097				a_study1_processed_data.txt	a_study1_tdf.xlsx
source145	sample434	2			1419				a_study1_processed_data.txt	a_study1_tdf.xlsx
source145	sample435	3			1749				a_study1_processed_data.txt	a_study1_tdf.xlsx
source146	sample436	1			1116				a_study1_processed_data.txt	a_study1_tdf.xlsx
source146	sample437	2			1322				a_study1_processed_data.txt	a_study1_tdf.xlsx
source146	sample438	3			1524				a_study1_processed_data.txt	a_study1_tdf.xlsx
source147	sample439	1			1122				a_study1_processed_data.txt	a_study1_tdf.xlsx
source147	sample440	2			1363				a_study1_processed_data.txt	a_study1_tdf.xlsx
source147	sample441	3			1694				a_study1_processed_data.txt	a_study1_tdf.xlsx
source148	sample442	1			1125				a_study1_processed_data.txt	a_study1_tdf.xlsx
source148	sample443	2			1326				a_study1_processed_data.txt	a_study1_tdf.xlsx
source148	sample444	3			1699				a_study1_processed_data.txt	a_study1_tdf.xlsx
source149	sample445	1			1121				a_study1_processed_data.txt	a_study1_tdf.xlsx
source149	sample446	2			1264				a_study1_processed_data.txt	a_study1_tdf.xlsx
source149	sample447	3			1709				a_study1_processed_data.txt	a_study1_tdf.xlsx
source150	sample448	1			1158				a_study1_processed_data.txt	a_study1_tdf.xlsx
source150	sample449	2			1275				a_study1_processed_data.txt	a_study1_tdf.xlsx
source150	sample450	3			1714				a_study1_processed_data.txt	a_study1_tdf.xlsx
source151	sample451	1			1058				a_study1_processed_data.txt	a_study1_tdf.xlsx
source151	sample452	2			1298				a_study1_processed_data.txt	a_study1_tdf.xlsx
source151	sample453	3			1567				a_study1_processed_data.txt	a_study1_tdf.xlsx
source152	sample454	1			1180				a_study1_processed_data.txt	a_study1_tdf.xlsx
source152	sample455	2			1255				a_study1_processed_data.txt	a_study1_tdf.xlsx
source152	sample456	3			1632				a_study1_processed_data.txt	a_study1_tdf.xlsx
source153	sample457	1			1210				a_study1_processed_data.txt	a_study1_tdf.xlsx
source153	sample458	2			1463				a_study1_processed_data.txt	a_study1_tdf.xlsx
source153	sample459	3			1589				a_study1_processed_data.txt	a_study1_tdf.xlsx
source154	sample460	1			1247				a_study1_processed_data.txt	a_study1_tdf.xlsx
source154	sample461	2			1493				a_study1_processed_data.txt	a_study1_tdf.xlsx
source154	sample462	3			1641				a_study1_processed_data.txt	a_study1_tdf.xlsx
source155	sample463	1			1088				a_study1_processed_data.txt	a_study1_tdf.xlsx
source155	sample464	2			1370				a_study1_processed_data.txt	a_study1_tdf.xlsx
source155	sample465	3			1692				a_study1_processed_data.txt	a_study1_tdf.xlsx
source156	sample466	1			1112				a_study1_processed_data.txt	a_study1_tdf.xlsx
source156	sample467	2			1459				a_study1_processed_data.txt	a_study1_tdf.xlsx
source156	sample468	3			1592				a_study1_processed_data.txt	a_study1_tdf.xlsx
source157	sample469	1			993				a_study1_processed_data.txt	a_study1_tdf.xlsx
source157	sample470	2			1431				a_study1_processed_data.txt	a_study1_tdf.xlsx
source157	sample471	3			1790				a_study1_processed_data.txt	a_study1_tdf.xlsx
source158	sample472	1			987				a_study1_processed_data.txt	a_study1_tdf.xlsx
source158	sample473	2			1483				a_study1_processed_data.txt	a_study1_tdf.xlsx
source158	sample474	3			1537				a_study1_processed_data.txt	a_study1_tdf.xlsx
source159	sample475	1			1123				a_study1_processed_data.txt	a_study1_tdf.xlsx
source159	sample476	2			1332				a_study1_processed_data.txt	a_study1_tdf.xlsx
source159	sample477	3			1562				a_study1_processed_data.txt	a_study1_tdf.xlsx
source160	sample478	1			1100				a_study1_processed_data.txt	a_study1_tdf.xlsx
source160	sample479	2			1475				a_study1_processed_data.txt	a_study1_tdf.xlsx
source160	sample480	3			1753				a_study1_processed_data.txt	a_study1_tdf.xlsx
source161	sample481	1			1021				a_study1_processed_data.txt	a_study1_tdf.xlsx
source161	sample482	2			1508				a_study1_processed_data.txt	a_study1_tdf.xlsx
source161	sample483	3			1751				a_study1_processed_data.txt	a_study1_tdf.xlsx
source162	sample484	1			1141				a_study1_processed_data.txt	a_study1_tdf.xlsx
source162	sample485	2			1260				a_study1_processed_data.txt	a_study1_tdf.xlsx
source162	sample486	3			1528				a_study1_processed_data.txt	a_study1_tdf.xlsx
source163	sample487	1			1092				a_study1_processed_data.txt	a_study1_tdf.xlsx
source163	sample488	2			1288				a_study1_processed_data.txt	a_study1_tdf.xlsx
source163	sample489	3			1719				a_study1_processed_data.txt	a_study1_tdf.xlsx
source164	sample490	1			1138				a_study1_processed_data.txt	a_study1_tdf.xlsx
source164	sample491	2			1495				a_study1_processed_data.txt	a_study1_tdf.xlsx
source164	sample492	3			1568				a_study1_processed_data.txt	a_study1_tdf.xlsx
source165	sample493	1			1079				a_study1_processed_data.txt	a_study1_tdf.xlsx
source165	sample494	2			1513				a_study1_processed_data.txt	a_study1_tdf.xlsx
source165	sample495	3			1569				a_study1_processed_data.txt	a_study1_tdf.xlsx
source166	sample496	1			1000				a_study1_processed_data.txt	a_study1_tdf.xlsx
source166	sample497	2			1477				a_study1_processed_data.txt	a_study1_tdf.xlsx
source166	sample498	3			1539				a_study1_processed_data.txt	a_study1_tdf.xlsx
source167	sample499	1			1035				a_study1_processed_data.txt	a_study1_tdf.xlsx
source167	sample500	2			1441				a_study1_processed_data.txt	a_study1_tdf.xlsx
source167	sample501	3			1723				a_study1_processed_data.txt	a_study1_tdf.xlsx
source168	sample502	1			1245				a_study1_processed_data.txt	a_study1_tdf.xlsx
source168	sample503	2			1364				a_study1_processed_data.txt	a_study1_tdf.xlsx
source168	sample504	3			1718				a_study1_processed_data.txt	a_study1_tdf.xlsx
source169	sample505	1			1012				a_study1_processed_data.txt	a_study1_tdf.xlsx
source169	sample506	2			1440				a_study1_processed_data.txt	a_study1_tdf.xlsx
source169	sample507	3			1734				a_study1_processed_data.txt	a_study1_tdf.xlsx
source170	sample508	1			1177				a_study1_processed_data.txt	a_study1_tdf.xlsx
source170	sample509	2			1289				a_study1_processed_data.txt	a_study1_tdf.xlsx
source170	sample510	3			1574				a_study1_processed_data.txt	a_study1_tdf.xlsx
source171	sample511	1			1139				a_study1_processed_data.txt	a_study1_tdf.xlsx
source171	sample512	2			1481				a_study1_processed_data.txt	a_study1_tdf.xlsx
source171	sample513	3			1543				a_study1_processed_data.txt	a_study1_tdf.xlsx
source172	sample514	1			1207				a_study1_processed_data.txt	a_study1_tdf.xlsx
source172	sample515	2			1331				a_study1_processed_data.txt	a_study1_tdf.xlsx
source172	sample516	3			1541				a_study1_processed_data.txt	a_study1_tdf.xlsx
source173	sample517	1			1137				a_study1_processed_data.txt	a_study1_tdf.xlsx
source173	sample518	2			1267				a_study1_processed_data.txt	a_study1_tdf.xlsx
source173	sample519	3			1580				a_study1_processed_data.txt	a_study1_tdf.xlsx
source174	sample520	1			1179				a_study1_processed_data.txt	a_study1_tdf.xlsx
source174	sample521	2			1301				a_study1_processed_data.txt	a_study1_tdf.xlsx
source174	sample522	3			1603				a_study1_processed_data.txt	a_study1_tdf.xlsx
source175	sample523	1			986				a_study1_processed_data.txt	a_study1_tdf.xlsx
source175	sample524	2			1491				a_study1_processed_data.txt	a_study1_tdf.xlsx
source175	sample525	3			1767				a_study1_processed_data.txt	a_study1_tdf.xlsx
source176	sample526	1			1094				a_study1_processed_data.txt	a_study1_tdf.xlsx
source176	sample527	2			1444				a_study1_processed_data.txt	a_study1_tdf.xlsx
source176	sample528	3			1737				a_study1_processed_data.txt	a_study1_tdf.xlsx
source177	sample529	1			1002				a_study1_processed_data.txt	a_study1_tdf.xlsx
source177	sample530	2			1465				a_study1_processed_data.txt	a_study1_tdf.xlsx
source177	sample531	3			1762				a_study1_processed_data.txt	a_study1_tdf.xlsx
source178	sample532	1			1052				a_study1_processed_data.txt	a_study1_tdf.xlsx
source178	sample533	2			1325				a_study1_processed_data.txt	a_study1_tdf.xlsx
source178	sample534	3			1620				a_study1_processed_data.txt	a_study1_tdf.xlsx
source179	sample535	1			1144				a_study1_processed_data.txt	a_study1_tdf.xlsx
source179	sample536	2			1314				a_study1_processed_data.txt	a_study1_tdf.xlsx
source179	sample537	3			1540				a_study1_processed_data.txt	a_study1_tdf.xlsx
source180	sample538	1			985				a_study1_processed_data.txt	a_study1_tdf.xlsx
source180	sample539	2			1406				a_study1_processed_data.txt	a_study1_tdf.xlsx
source180	sample540	3			1761				a_study1_processed_data.txt	a_study1_tdf.xlsx
source181	sample541	1			1140				a_study1_processed_data.txt	a_study1_tdf.xlsx
source181	sample542	2			1261				a_study1_processed_data.txt	a_study1_tdf.xlsx
source181	sample543	3			1534				a_study1_processed_data.txt	a_study1_tdf.xlsx
source182	sample544	1			980				a_study1_processed_data.txt	a_study1_tdf.xlsx
source182	sample545	2			1473				a_study1_processed_data.txt	a_study1_tdf.xlsx
source182	sample546	3			1776				a_study1_processed_data.txt	a_study1_tdf.xlsx
source183	sample547	1			1048				a_study1_processed_data.txt	a_study1_tdf.xlsx
source183	sample548	2			1405				a_study1_processed_data.txt	a_study1_tdf.xlsx
source183	sample549	3			1748				a_study1_processed_data.txt	a_study1_tdf.xlsx
source184	sample550	1			1113				a_study1_processed_data.txt	a_study1_tdf.xlsx
source184	sample551	2			1404				a_study1_processed_data.txt	a_study1_tdf.xlsx
source184	sample552	3			1721				a_study1_processed_data.txt	a_study1_tdf.xlsx
source185	sample553	1			1024				a_study1_processed_data.txt	a_study1_tdf.xlsx
source185	sample554	2			1457				a_study1_processed_data.txt	a_study1_tdf.xlsx
source185	sample555	3			1724				a_study1_processed_data.txt	a_study1_tdf.xlsx
source186	sample556	1			1045				a_study1_processed_data.txt	a_study1_tdf.xlsx
source186	sample557	2			1470				a_study1_processed_data.txt	a_study1_tdf.xlsx
source186	sample558	3			1764				a_study1_processed_data.txt	a_study1_tdf.xlsx
source187	sample559	1			1060				a_study1_processed_data.txt	a_study1_tdf.xlsx
source187	sample560	2			1280				a_study1_processed_data.txt	a_study1_tdf.xlsx
source187	sample561	3			1583				a_study1_processed_data.txt	a_study1_tdf.xlsx
source188	sample562	1			1164				a_study1_processed_data.txt	a_study1_tdf.xlsx
source188	sample563	2			1290				a_study1_processed_data.txt	a_study1_tdf.xlsx
source188	sample564	3			1526				a_study1_processed_data.txt	a_study1_tdf.xlsx
source189	sample565	1			994				a_study1_processed_data.txt	a_study1_tdf.xlsx
source189	sample566	2			1432				a_study1_processed_data.txt	a_study1_tdf.xlsx
source189	sample567	3			1671				a_study1_processed_data.txt	a_study1_tdf.xlsx
source190	sample568	1			1330				a_study1_processed_data.txt	a_study1_tdf.xlsx
source190	sample569	2			1507				a_study1_processed_data.txt	a_study1_tdf.xlsx
source190	sample570	3			1664				a_study1_processed_data.txt	a_study1_tdf.xlsx
source191	sample571	1			1149				a_study1_processed_data.txt	a_study1_tdf.xlsx
source191	sample572	2			1253				a_study1_processed_data.txt	a_study1_tdf.xlsx
source191	sample573	3			1702				a_study1_processed_data.txt	a_study1_tdf.xlsx
source192	sample574	1			1044				a_study1_processed_data.txt	a_study1_tdf.xlsx
source192	sample575	2			1456				a_study1_processed_data.txt	a_study1_tdf.xlsx
source192	sample576	3			1766				a_study1_processed_data.txt	a_study1_tdf.xlsx
source193	sample577	1			1110				a_study1_processed_data.txt	a_study1_tdf.xlsx
source193	sample578	2			1452				a_study1_processed_data.txt	a_study1_tdf.xlsx
source193	sample579	3			1733				a_study1_processed_data.txt	a_study1_tdf.xlsx
source194	sample580	1			1104				a_study1_processed_data.txt	a_study1_tdf.xlsx
source194	sample581	2			1454				a_study1_processed_data.txt	a_study1_tdf.xlsx
source194	sample582	3			1744				a_study1_processed_data.txt	a_study1_tdf.xlsx
source195	sample583	1			1010				a_study1_processed_data.txt	a_study1_tdf.xlsx
source195	sample584	2			1474				a_study1_processed_data.txt	a_study1_tdf.xlsx
source195	sample585	3			1759				a_study1_processed_data.txt	a_study1_tdf.xlsx
source196	sample586	1			1087				a_study1_processed_data.txt	a_study1_tdf.xlsx
source196	sample587	2			1252				a_study1_processed_data.txt	a_study1_tdf.xlsx
source196	sample588	3			1700				a_study1_processed_data.txt	a_study1_tdf.xlsx
source197	sample589	1			1004				a_study1_processed_data.txt	a_study1_tdf.xlsx
source197	sample590	2			1438				a_study1_processed_data.txt	a_study1_tdf.xlsx
source197	sample591	3			1725				a_study1_processed_data.txt	a_study1_tdf.xlsx
source198	sample592	1			1166				a_study1_processed_data.txt	a_study1_tdf.xlsx
source198	sample593	2			1320				a_study1_processed_data.txt	a_study1_tdf.xlsx
source198	sample594	3			1687				a_study1_processed_data.txt	a_study1_tdf.xlsx
source199	sample595	1			1169				a_study1_processed_data.txt	a_study1_tdf.xlsx
source199	sample596	2			1308				a_study1_processed_data.txt	a_study1_tdf.xlsx
source199	sample597	3			1615				a_study1_processed_data.txt	a_study1_tdf.xlsx
source200	sample598	1			1078				a_study1_processed_data.txt	a_study1_tdf.xlsx
source200	sample599	2			1283				a_study1_processed_data.txt	a_study1_tdf.xlsx
source200	sample600	3			1582				a_study1_processed_data.txt	a_study1_tdf.xlsx
source201	sample601	1			1176				a_study1_processed_data.txt	a_study1_tdf.xlsx
source201	sample602	2			1319				a_study1_processed_data.txt	a_study1_tdf.xlsx
source201	sample603	3			1599				a_study1_processed_data.txt	a_study1_tdf.xlsx
source202	sample604	1			1032				a_study1_processed_data.txt	a_study1_tdf.xlsx
source202	sample605	2			1416				a_study1_processed_data.txt	a_study1_tdf.xlsx
source202	sample606	3			1777				a_study1_processed_data.txt	a_study1_tdf.xlsx
source203	sample607	1			1151				a_study1_processed_data.txt	a_study1_tdf.xlsx
source203	sample608	2			1272				a_study1_processed_data.txt	a_study1_tdf.xlsx
source203	sample609	3			1578				a_study1_processed_data.txt	a_study1_tdf.xlsx
source204	sample610	1			1027				a_study1_processed_data.txt	a_study1_tdf.xlsx
source204	sample611	2			1494				a_study1_processed_data.txt	a_study1_tdf.xlsx
source204	sample612	3			1675				a_study1_processed_data.txt	a_study1_tdf.xlsx
source205	sample613	1			989				a_study1_processed_data.txt	a_study1_tdf.xlsx
source205	sample614	2			1398				a_study1_processed_data.txt	a_study1_tdf.xlsx
source205	sample615	3			1657				a_study1_processed_data.txt	a_study1_tdf.xlsx
source206	sample616	1			1015				a_study1_processed_data.txt	a_study1_tdf.xlsx
source206	sample617	2			1434				a_study1_processed_data.txt	a_study1_tdf.xlsx
source206	sample618	3			1735				a_study1_processed_data.txt	a_study1_tdf.xlsx
source207	sample619	1			1050				a_study1_processed_data.txt	a_study1_tdf.xlsx
source207	sample620	2			1293				a_study1_processed_data.txt	a_study1_tdf.xlsx
source207	sample621	3			1613				a_study1_processed_data.txt	a_study1_tdf.xlsx
source208	sample622	1			1030				a_study1_processed_data.txt	a_study1_tdf.xlsx
source208	sample623	2			1458				a_study1_processed_data.txt	a_study1_tdf.xlsx
source208	sample624	3			1727				a_study1_processed_data.txt	a_study1_tdf.xlsx
source209	sample625	1			982				a_study1_processed_data.txt	a_study1_tdf.xlsx
source209	sample626	2			1422				a_study1_processed_data.txt	a_study1_tdf.xlsx
source209	sample627	3			1778				a_study1_processed_data.txt	a_study1_tdf.xlsx
source210	sample628	1			1082				a_study1_processed_data.txt	a_study1_tdf.xlsx
source210	sample629	2			1313				a_study1_processed_data.txt	a_study1_tdf.xlsx
source210	sample630	3			1715				a_study1_processed_data.txt	a_study1_tdf.xlsx
source211	sample631	1			1170				a_study1_processed_data.txt	a_study1_tdf.xlsx
source211	sample632	2			1292				a_study1_processed_data.txt	a_study1_tdf.xlsx
source211	sample633	3			1521				a_study1_processed_data.txt	a_study1_tdf.xlsx
source212	sample634	1			1183				a_study1_processed_data.txt	a_study1_tdf.xlsx
source212	sample635	2			1258				a_study1_processed_data.txt	a_study1_tdf.xlsx
source212	sample636	3			1611				a_study1_processed_data.txt	a_study1_tdf.xlsx
source213	sample637	1			1065				a_study1_processed_data.txt	a_study1_tdf.xlsx
source213	sample638	2			1287				a_study1_processed_data.txt	a_study1_tdf.xlsx
source213	sample639	3			1593				a_study1_processed_data.txt	a_study1_tdf.xlsx
source214	sample640	1			1182				a_study1_processed_data.txt	a_study1_tdf.xlsx
source214	sample641	2			1317				a_study1_processed_data.txt	a_study1_tdf.xlsx
source214	sample642	3			1607				a_study1_processed_data.txt	a_study1_tdf.xlsx
source215	sample643	1			1099				a_study1_processed_data.txt	a_study1_tdf.xlsx
source215	sample644	2			1446				a_study1_processed_data.txt	a_study1_tdf.xlsx
source215	sample645	3			1781				a_study1_processed_data.txt	a_study1_tdf.xlsx
source216	sample646	1			1020				a_study1_processed_data.txt	a_study1_tdf.xlsx
source216	sample647	2			1442				a_study1_processed_data.txt	a_study1_tdf.xlsx
source216	sample648	3			1746				a_study1_processed_data.txt	a_study1_tdf.xlsx
source217	sample649	1			1003				a_study1_processed_data.txt	a_study1_tdf.xlsx
source217	sample650	2			1445				a_study1_processed_data.txt	a_study1_tdf.xlsx
source217	sample651	3			1760				a_study1_processed_data.txt	a_study1_tdf.xlsx
source218	sample652	1			984				a_study1_processed_data.txt	a_study1_tdf.xlsx
source218	sample653	2			1447				a_study1_processed_data.txt	a_study1_tdf.xlsx
source218	sample654	3			1653				a_study1_processed_data.txt	a_study1_tdf.xlsx
source219	sample655	1			1031				a_study1_processed_data.txt	a_study1_tdf.xlsx
source219	sample656	2			1498				a_study1_processed_data.txt	a_study1_tdf.xlsx
source219	sample657	3			1643				a_study1_processed_data.txt	a_study1_tdf.xlsx
source220	sample658	1			990				a_study1_processed_data.txt	a_study1_tdf.xlsx
source220	sample659	2			1421				a_study1_processed_data.txt	a_study1_tdf.xlsx
source220	sample660	3			1750				a_study1_processed_data.txt	a_study1_tdf.xlsx
source221	sample661	1			1089				a_study1_processed_data.txt	a_study1_tdf.xlsx
source221	sample662	2			1295				a_study1_processed_data.txt	a_study1_tdf.xlsx
source221	sample663	3			1635				a_study1_processed_data.txt	a_study1_tdf.xlsx
source222	sample664	1			1073				a_study1_processed_data.txt	a_study1_tdf.xlsx
source222	sample665	2			1271				a_study1_processed_data.txt	a_study1_tdf.xlsx
source222	sample666	3			1637				a_study1_processed_data.txt	a_study1_tdf.xlsx
source223	sample667	1			1172				a_study1_processed_data.txt	a_study1_tdf.xlsx
source223	sample668	2			1305				a_study1_processed_data.txt	a_study1_tdf.xlsx
source223	sample669	3			1631				a_study1_processed_data.txt	a_study1_tdf.xlsx
source224	sample670	1			1095				a_study1_processed_data.txt	a_study1_tdf.xlsx
source224	sample671	2			1497				a_study1_processed_data.txt	a_study1_tdf.xlsx
source224	sample672	3			1656				a_study1_processed_data.txt	a_study1_tdf.xlsx
source225	sample673	1			1040				a_study1_processed_data.txt	a_study1_tdf.xlsx
source225	sample674	2			1420				a_study1_processed_data.txt	a_study1_tdf.xlsx
source225	sample675	3			1654				a_study1_processed_data.txt	a_study1_tdf.xlsx
source226	sample676	1			1051				a_study1_processed_data.txt	a_study1_tdf.xlsx
source226	sample677	2			1306				a_study1_processed_data.txt	a_study1_tdf.xlsx
source226	sample678	3			1689				a_study1_processed_data.txt	a_study1_tdf.xlsx
source227	sample679	1			1153				a_study1_processed_data.txt	a_study1_tdf.xlsx
source227	sample680	2			1505				a_study1_processed_data.txt	a_study1_tdf.xlsx
source227	sample681	3			1604				a_study1_processed_data.txt	a_study1_tdf.xlsx
source228	sample682	1			1143				a_study1_processed_data.txt	a_study1_tdf.xlsx
source228	sample683	2			1266				a_study1_processed_data.txt	a_study1_tdf.xlsx
source228	sample684	3			1581				a_study1_processed_data.txt	a_study1_tdf.xlsx
source229	sample685	1			1014				a_study1_processed_data.txt	a_study1_tdf.xlsx
source229	sample686	2			1489				a_study1_processed_data.txt	a_study1_tdf.xlsx
source229	sample687	3			1745				a_study1_processed_data.txt	a_study1_tdf.xlsx
source230	sample688	1			1056				a_study1_processed_data.txt	a_study1_tdf.xlsx
source230	sample689	2			1518				a_study1_processed_data.txt	a_study1_tdf.xlsx
source230	sample690	3			1545				a_study1_processed_data.txt	a_study1_tdf.xlsx
source231	sample691	1			1036				a_study1_processed_data.txt	a_study1_tdf.xlsx
source231	sample692	2			1399				a_study1_processed_data.txt	a_study1_tdf.xlsx
source231	sample693	3			1741				a_study1_processed_data.txt	a_study1_tdf.xlsx
source232	sample694	1			996				a_study1_processed_data.txt	a_study1_tdf.xlsx
source232	sample695	2			1401				a_study1_processed_data.txt	a_study1_tdf.xlsx
source232	sample696	3			1732				a_study1_processed_data.txt	a_study1_tdf.xlsx
source233	sample697	1			1033				a_study1_processed_data.txt	a_study1_tdf.xlsx
source233	sample698	2			1449				a_study1_processed_data.txt	a_study1_tdf.xlsx
source233	sample699	3			1772				a_study1_processed_data.txt	a_study1_tdf.xlsx
source234	sample700	1			983				a_study1_processed_data.txt	a_study1_tdf.xlsx
source234	sample701	2			1437				a_study1_processed_data.txt	a_study1_tdf.xlsx
source234	sample702	3			1731				a_study1_processed_data.txt	a_study1_tdf.xlsx
source235	sample703	1			1083				a_study1_processed_data.txt	a_study1_tdf.xlsx
source235	sample704	2			1268				a_study1_processed_data.txt	a_study1_tdf.xlsx
source235	sample705	3			1576				a_study1_processed_data.txt	a_study1_tdf.xlsx
source236	sample706	1			1156				a_study1_processed_data.txt	a_study1_tdf.xlsx
source236	sample707	2			1300				a_study1_processed_data.txt	a_study1_tdf.xlsx
source236	sample708	3			1629				a_study1_processed_data.txt	a_study1_tdf.xlsx
source237	sample709	1			1154				a_study1_processed_data.txt	a_study1_tdf.xlsx
source237	sample710	2			1315				a_study1_processed_data.txt	a_study1_tdf.xlsx
source237	sample711	3			1716				a_study1_processed_data.txt	a_study1_tdf.xlsx
